Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Class
d_affinia_14.txt,1,71,90.22,93.93,32.7,99,14.2,25.35,85.92,50.7,9.86,7.04,0,1.41,4.23,0,1.41,2.82,12.68,11.27,7.04,5.63,4.23,0,15.49,7.04,1.41,0,0,4.23,9.86,9.86,0,0,0,0,9.86,0,0,0,0,8.45,1.41,1.41,0,1.41,4.23,0,0,0,0,0,0,0,0,0,0,8.45,1.41,1.41,1.41,5.63,0,5.63,5.63,0,16.9,4.23,14.08,1.41,0,2.82,1.41,1.41,0,0,1.41,0,0,1.41,0,0,12.68,0,4.23,0,0,0,7.04,1.41,0,0,0,0,1
d_affinia_15.txt,1,79,75.27,26.34,94.09,99,9.88,15.19,91.14,53.16,7.59,7.59,6.33,0,0,0,1.27,0,12.66,8.86,12.66,6.33,5.06,1.27,16.46,6.33,0,0,1.27,0,8.86,7.59,0,0,0,0,2.53,0,0,0,0,8.86,1.27,1.27,2.53,1.27,2.53,1.27,0,0,0,0,0,0,0,0,0,2.53,0,1.27,0,1.27,0,8.86,8.86,1.27,24.05,3.8,15.19,8.86,0,2.53,3.8,3.8,0,0,0,0,0,0,0,0,17.72,8.86,5.06,0,0,0,1.27,0,0,2.53,0,0,1
d_affinia_16.txt,1,74,95.42,98.4,45.17,99,24.67,27.03,86.49,40.54,10.81,8.11,1.35,4.05,0,0,2.7,2.7,4.05,17.57,4.05,1.35,2.7,0,10.81,9.46,2.7,1.35,4.05,1.35,8.11,8.11,0,0,0,0,18.92,0,1.35,0,0,5.41,1.35,0,1.35,1.35,1.35,0,1.35,1.35,0,0,2.7,0,0,0,2.7,9.46,5.41,2.7,1.35,1.35,0,5.41,1.35,0,18.92,6.76,10.81,2.7,1.35,5.41,1.35,0,0,0,0,0,0,0,0,0,12.16,4.05,5.41,0,0,0,0,2.7,0,0,0,0,1
d_affinia_17.txt,1,57,54.69,75.87,12.29,99,9.5,15.79,92.98,52.63,5.26,3.51,0,3.51,0,0,0,1.75,12.28,5.26,15.79,7.02,8.77,0,19.3,5.26,1.75,0,1.75,1.75,7.02,7.02,0,0,0,0,5.26,0,0,0,0,5.26,1.75,0,1.75,0,0,1.75,1.75,0,0,1.75,1.75,0,0,0,1.75,8.77,3.51,0,1.75,3.51,0,8.77,8.77,0,12.28,3.51,7.02,5.26,7.02,5.26,3.51,1.75,0,0,0,0,0,0,0,0,14.04,10.53,3.51,0,0,0,0,0,0,0,0,0,1
d_affinia_18.txt,1,213,36.39,61.1,74.13,98.42,21.3,13.15,92.49,56.34,18.78,12.68,9.39,1.41,1.41,0.47,0,6.1,7.98,7.98,7.04,8.45,7.04,0.47,15.02,4.23,0,3.29,0.94,0.94,7.51,6.57,0.94,0,0,0.94,10.8,1.41,0,1.41,0.47,5.16,0.94,0.47,0.94,0.47,1.41,0.94,1.41,0.94,0.47,0,2.82,0.47,0.47,0,0.94,7.98,4.23,0.94,0.94,1.88,0,8.92,3.29,1.41,15.02,3.76,7.98,4.69,4.23,3.76,2.82,3.29,0,0,0.94,0,0,0.47,0.47,0,13.62,3.76,7.51,0,0,0,0.94,1.41,0,0,0,0,1
d_affinia_19.txt,1,234,92.43,33.45,49.6,80.1,21.27,18.38,82.48,51.71,14.1,10.26,7.69,0,0.85,0.85,0.85,3.85,12.39,14.1,4.7,2.99,4.27,1.28,11.97,2.56,1.71,1.71,0.43,0.85,2.99,2.99,0,0,0,0,5.98,0,0.43,0.85,1.28,7.69,2.56,0.85,1.28,1.71,0.85,2.14,3.42,1.28,0,1.28,3.42,0.43,0.43,0,2.56,4.7,0.43,2.14,2.14,0.43,0.43,1.71,8.12,0.43,10.68,2.56,6.84,1.71,1.71,4.27,4.27,0.43,0.43,0,0.43,0,0.43,0,0.43,0,14.53,4.27,4.27,0,0,0,0.43,0.43,0.85,2.56,1.71,0,1
d_affinia_2.txt,1,77,39.5,81.84,48.53,99,8.56,15.58,96.1,61.04,16.88,12.99,7.79,2.6,0,0,2.6,3.9,7.79,11.69,14.29,7.79,3.9,1.3,20.78,10.39,3.9,1.3,2.6,1.3,10.39,9.09,1.3,0,0,0,15.58,2.6,0,1.3,1.3,7.79,0,0,2.6,2.6,2.6,0,2.6,2.6,0,0,2.6,1.3,0,0,0,12.99,9.09,1.3,2.6,1.3,1.3,10.39,6.49,1.3,15.58,5.19,7.79,3.9,1.3,2.6,2.6,0,0,0,1.3,0,0,0,1.3,0,11.69,9.09,0,0,0,0,2.6,0,0,0,0,0,1
d_affinia_20.txt,1,88,72.69,75.24,38.95,98.5,14.67,22.73,92.05,53.41,9.09,6.82,3.41,3.41,0,0,0,2.27,9.09,12.5,10.23,5.68,7.95,1.14,13.64,9.09,4.55,0,0,3.41,6.82,5.68,0,0,0,0,9.09,1.14,1.14,1.14,0,7.95,0,0,1.14,2.27,3.41,1.14,0,0,0,0,1.14,0,0,0,1.14,14.77,5.68,3.41,4.55,3.41,0,6.82,5.68,0,15.91,3.41,7.95,5.68,9.09,4.55,3.41,1.14,0,0,0,0,0,0,0,0,7.95,5.68,1.14,0,0,0,1.14,0,0,0,0,0,1
d_affinia_3.txt,1,80,93.26,59.88,21.42,88.96,13.33,15,87.5,56.25,11.25,7.5,7.5,0,0,0,0,3.75,16.25,12.5,11.25,2.5,3.75,0,15,5,0,0,1.25,0,5,3.75,0,0,0,0,10,3.75,0,0,0,3.75,0,0,2.5,0,1.25,0,1.25,1.25,0,0,1.25,0,1.25,0,0,6.25,3.75,0,0,2.5,0,11.25,1.25,0,11.25,2.5,8.75,1.25,1.25,2.5,3.75,1.25,0,0,1.25,0,1.25,1.25,0,0,12.5,10,2.5,0,0,0,0,0,0,0,0,0,1
d_affinia_4.txt,1,215,87.1,75.74,40.35,99,15.36,22.33,85.58,50.23,14.88,9.3,3.72,3.26,0,1.4,0.93,5.58,10.23,13.49,6.98,1.4,4.65,0.93,15.81,5.12,4.19,0.47,0,2.33,7.91,7.44,0.47,0.47,0,0,9.3,0,1.4,1.4,0,9.77,3.72,0.93,1.86,0.93,1.86,0.93,1.86,0,0,1.86,0.93,0.47,0.47,0,0,6.51,3.72,0.47,1.4,0.93,0.47,7.44,6.51,0,14.42,4.65,11.16,0.47,0,3.72,3.26,0,0,0,0.47,0,0,0.47,0,0,13.49,4.65,3.26,0,0.47,0,2.33,0.47,0.93,0.47,0.93,0,1
d_affinia_5.txt,1,134,60.67,97.77,12.78,99,13.4,29.1,88.81,48.51,14.18,10.45,1.49,6.72,0.75,0.75,0.75,3.73,9.7,6.72,8.96,4.48,5.22,0.75,16.42,6.72,0,0,0.75,0,10.45,9.7,0,0,0,0,15.67,1.49,2.24,0,1.49,7.46,2.24,1.49,1.49,0,1.49,0.75,4.48,1.49,0,2.24,0.75,0,0,0,0.75,16.42,9.7,0.75,3.73,2.24,0,9.7,5.22,0,11.94,4.48,4.48,4.48,5.97,4.48,2.99,0,0,0,0,0,0,0,0,0,11.94,5.97,3.73,0,0,0,1.49,0.75,0,0,0,0,1
d_affinia_6.txt,1,63,50.9,37.54,68.01,99,10.5,20.63,90.48,55.56,9.52,4.76,3.17,0,1.59,0,0,4.76,12.7,6.35,12.7,7.94,9.52,0,19.05,11.11,1.59,0,0,0,11.11,11.11,0,0,0,0,1.59,0,0,0,0,7.94,1.59,0,3.17,1.59,1.59,3.17,6.35,3.17,0,3.17,1.59,0,0,0,1.59,4.76,0,3.17,1.59,1.59,0,0,17.46,1.59,19.05,4.76,14.29,3.17,1.59,4.76,1.59,0,0,0,0,0,0,0,0,0,22.22,3.17,7.94,0,0,0,6.35,1.59,0,3.17,0,0,1
d_affinia_7.txt,1,124,97.11,28.62,74.76,99,17.71,21.77,90.32,53.23,6.45,4.03,4.03,0,0,0,0,2.42,12.9,17.74,7.26,5.65,4.03,1.61,12.9,4.84,0,0.81,0,2.42,8.06,8.06,0,0,0,0,2.42,0,0,0,0,8.87,1.61,0,0.81,3.23,2.42,2.42,1.61,1.61,0,0,3.23,0,0,0,3.23,8.87,0.81,0.81,1.61,5.65,0,6.45,5.65,0,17.74,4.03,12.9,3.23,4.03,4.03,1.61,0,0,0,0,0,0,0,0,0,8.87,5.65,1.61,0,0,0,0,0,0,0.81,0,0.81,1
d_affinia_8.txt,1,39,51.25,93.79,46.75,99,9.75,30.77,89.74,41.03,5.13,2.56,0,2.56,0,0,0,2.56,2.56,7.69,10.26,5.13,10.26,0,15.38,7.69,0,0,0,0,12.82,7.69,0,0,0,0,12.82,0,2.56,0,0,5.13,2.56,0,0,0,2.56,0,5.13,5.13,0,0,0,0,0,0,0,15.38,7.69,0,7.69,2.56,0,12.82,2.56,0,17.95,0,17.95,0,5.13,2.56,5.13,0,0,0,2.56,0,0,0,2.56,0,15.38,10.26,5.13,0,0,0,0,0,0,0,0,0,1
d_affinia_9.txt,1,132,51.42,56.02,27.57,99,18.86,13.64,88.64,56.82,17.42,12.12,6.06,1.52,0.76,1.52,2.27,5.3,8.33,11.36,8.33,6.06,8.33,0,14.39,6.06,0,0.76,0,3.79,6.82,6.82,0,0,0,0,9.85,2.27,0,1.52,0.76,10.61,2.27,0.76,0.76,0.76,1.52,4.55,1.52,0,0.76,0.76,0.76,0,0,0,0.76,6.82,3.79,1.52,0.76,2.27,0,7.58,6.06,0,6.82,0.76,4.55,1.52,1.52,6.82,3.79,0.76,0,0,0,0,0,0,0,0,7.58,6.06,1.52,0,0,0,0,0,0,0,0,0,1
d_ambassador_1.txt,1,95,52.71,58.33,64.06,92.71,15.83,8.42,94.74,54.74,14.74,9.47,5.26,0,0,2.11,2.11,5.26,9.47,10.53,9.47,6.32,7.37,2.11,17.89,4.21,0,1.05,0,1.05,6.32,5.26,1.05,0,0,0,11.58,3.16,1.05,3.16,2.11,7.37,0,0,2.11,1.05,4.21,2.11,3.16,1.05,1.05,0,0,0,0,0,0,4.21,3.16,0,0,1.05,0,6.32,11.58,1.05,20,4.21,15.79,2.11,1.05,8.42,3.16,0,0,0,0,0,0,0,0,0,8.42,4.21,0,0,0,0,2.11,0,0,2.11,0,0,1
d_ambassador_10.txt,1,113,86.81,21.28,98.73,99,12.56,14.16,89.38,53.98,13.27,10.62,9.73,0,0,0,0.88,2.65,11.5,14.16,7.08,5.31,5.31,0,15.93,3.54,0,1.77,0.88,1.77,7.96,7.08,0.88,0,0,0.88,2.65,0,0,0,0,5.31,2.65,0.88,0,0.88,0,0.88,0.88,0.88,0,0,2.65,0.88,0,0,0,7.96,1.77,1.77,1.77,2.65,0,7.96,5.31,0,21.24,3.54,15.04,6.19,2.65,3.54,3.54,0.88,0,0,0.88,0,0,0,0.88,0,7.96,7.96,0,0,0,0,0,0,0,0,0,0,1
d_ambassador_11.txt,1,102,69.72,53.92,40.84,99,34,12.75,96.08,56.86,13.73,6.86,5.88,0,0.98,0,0,6.86,10.78,11.76,11.76,3.92,5.88,0.98,19.61,5.88,0.98,2.94,0,1.96,9.8,9.8,0,0,0,0,8.82,0,0,0,0,9.8,0.98,0,1.96,1.96,2.94,1.96,3.92,0.98,1.96,0,0.98,0,0,0,0.98,4.9,0,0,0.98,2.94,0.98,5.88,12.75,0,12.75,0.98,8.82,3.92,0.98,4.9,1.96,0.98,0,0,0.98,0,0,0,0.98,0,6.86,2.94,3.92,0,0,0,0,0,0,0,0,0,1
d_ambassador_12.txt,1,182,78.53,16.12,97.13,99,15.17,9.89,87.91,48.9,14.84,12.09,11.54,0,0,0,0.55,2.75,7.69,12.64,6.59,4.4,4.4,0,10.99,4.95,1.1,0.55,2.75,0.55,6.04,6.04,0,0,0,0,3.3,0,0,0,1.1,4.95,0,0.55,1.1,1.1,0.55,1.65,1.65,1.65,0,0,2.2,0,0.55,0,1.65,7.14,1.1,2.75,1.65,1.65,0,4.95,7.69,0,20.33,2.2,12.64,6.59,3.85,6.59,3.85,1.65,0,0,0,0,0,0,0,0,7.69,6.59,0.55,0,0,0,0,0,0,0.55,0,0,1
d_ambassador_13.txt,1,158,85.19,99,29.23,99,15.8,20.25,87.97,50,12.66,12.03,2.53,8.23,0,0,1.27,0.63,10.13,12.66,7.59,3.8,5.06,0,11.39,5.7,0.63,1.9,0.63,1.9,6.33,6.33,0,0,0,0,21.52,4.43,3.16,1.27,0.63,2.53,0,0.63,0,0,1.9,0,1.9,1.27,0.63,0,1.9,0,0,0,1.9,18.35,14.56,0,1.9,1.9,0,8.86,2.53,0,15.19,1.9,10.76,2.53,1.27,5.7,1.9,0,0.63,0,0,0,0,0,0,0,11.39,5.7,2.53,0,0,0,0.63,0,0,1.9,0,0.63,1
d_ambassador_14.txt,1,140,79.75,94.98,22.31,99,11.67,15.71,86.43,52.86,11.43,7.86,0.71,5.71,0,0,1.43,3.57,12.14,10.71,7.14,7.14,5.71,0.71,11.43,5,1.43,0,0,2.14,9.29,8.57,0,0,0,0,14.29,1.43,1.43,0,0,7.14,0,0.71,0,0.71,3.57,2.14,1.43,1.43,0,0,4.29,0,0,0,1.43,15.71,12.14,0,0.71,2.86,0,5,7.14,0.71,13.57,1.43,10.71,2.14,2.86,5.71,4.29,0.71,0,0,0,0,0,0,0,0,19.29,6.43,5.71,0,0,0,4.29,0.71,1.43,0.71,0,0,1
d_ambassador_15.txt,1,172,69.13,77.51,68.17,98.75,17.2,17.44,90.12,52.91,8.14,6.4,2.33,3.49,0.58,0,0,1.74,9.88,11.05,10.47,7.56,8.14,0.58,18.02,7.56,1.74,1.16,2.33,1.16,7.56,6.4,0.58,0,0,0,6.98,0.58,1.16,0.58,0.58,7.56,0,0,1.74,2.91,2.91,0.58,0.58,0.58,0,0,2.33,0,0,0,2.33,10.47,5.23,1.16,2.91,1.74,0.58,8.14,8.14,1.16,22.67,5.23,12.79,8.72,1.74,5.81,1.74,0.58,0,0,0.58,0,0,0,0.58,0,13.95,2.91,4.65,0,0,0,2.91,2.33,0,1.16,0,0,1
d_ambassador_16.txt,1,141,45.05,96.17,69.82,96.63,15.67,13.48,89.36,55.32,16.31,11.35,2.13,9.22,0,0,0,4.96,7.09,12.77,9.22,9.93,6.38,0.71,19.86,5.67,1.42,4.26,0,1.42,4.96,4.96,0,0,0,0,13.48,1.42,0,0,0.71,12.06,2.13,3.55,2.13,0,2.13,2.13,2.13,0,0,1.42,1.42,0,0.71,0,0.71,14.89,11.35,0.71,2.13,0.71,0,7.8,8.51,1.42,19.86,5.67,9.93,6.38,0.71,3.55,2.84,0.71,0,0,0,0,0,0,0,0,10.64,6.38,2.13,0,0,0,0,0,0,2.13,0,0,1
d_ambassador_17.txt,1,148,92.61,82.79,62.88,99,10.57,19.59,89.86,54.05,11.49,9.46,3.38,6.08,0,0,0,2.03,10.14,18.24,7.43,4.73,4.05,1.35,13.51,6.08,0.68,0,2.7,1.35,6.76,6.76,0,0,0,0,10.14,0.68,0,1.35,0,6.76,0.68,2.03,1.35,0.68,0.68,2.03,2.03,1.35,0.68,0,0,0,0,0,0,11.49,6.76,0,2.7,2.03,0,5.41,4.73,0.68,18.24,4.05,11.49,4.73,2.7,2.03,4.73,0,0,0,0.68,0,0,0,0.68,0,18.24,8.11,3.38,0,0.68,0,1.35,2.03,0,1.35,1.35,0,1
d_ambassador_18.txt,1,99,75.9,65.71,44.72,99,14.14,16.16,90.91,56.57,11.11,7.07,5.05,2.02,0,0,0,4.04,13.13,11.11,11.11,6.06,7.07,0,14.14,8.08,2.02,0,1.01,3.03,11.11,11.11,0,0,0,0,7.07,2.02,0,0,2.02,10.1,2.02,0,2.02,1.01,5.05,0,1.01,1.01,0,0,1.01,0,0,0,1.01,8.08,4.04,3.03,2.02,4.04,0,6.06,5.05,0,15.15,1.01,9.09,5.05,0,4.04,2.02,1.01,0,0,0,0,0,0,0,0,11.11,4.04,2.02,0,1.01,0,3.03,0,0,1.01,0,0,1
d_ambassador_19.txt,1,172,87.78,89.95,64.67,99,13.23,21.51,87.79,50,10.47,9.3,2.91,5.81,0,0,0.58,1.16,10.47,12.79,6.98,5.81,4.65,0,10.47,4.07,1.16,0.58,0.58,2.91,6.98,6.98,0,0,0,0,9.88,1.16,0,0,1.74,5.23,1.16,0.58,0.58,0.58,2.91,0,0.58,0,0,0,4.07,0,0,0,4.07,13.95,9.3,0.58,3.49,1.16,0,7.56,2.33,0,19.77,1.74,8.72,9.3,2.91,4.65,1.74,1.16,0.58,0,0.58,0,0,0,0.58,0,15.12,8.72,5.23,0,0,0,1.16,0,0,0,0,0,1
d_ambassador_2.txt,1,54,66.94,57.35,23.51,99,9,22.22,94.44,51.85,3.7,3.7,3.7,0,0,0,0,0,9.26,9.26,9.26,9.26,11.11,0,14.81,9.26,0,0,1.85,5.56,14.81,14.81,0,0,0,0,5.56,0,1.85,0,0,11.11,0,0,0,1.85,9.26,0,5.56,1.85,0,1.85,3.7,0,0,0,3.7,7.41,3.7,1.85,1.85,1.85,0,9.26,1.85,1.85,12.96,5.56,7.41,3.7,1.85,3.7,1.85,0,0,0,0,0,0,0,0,0,12.96,9.26,1.85,0,0,0,1.85,0,0,0,0,0,1
d_ambassador_20.txt,1,52,60.28,35.01,97.39,99,7.43,15.38,92.31,53.85,13.46,9.62,7.69,0,1.92,0,0,3.85,11.54,7.69,11.54,7.69,3.85,0,19.23,9.62,1.92,1.92,0,0,11.54,11.54,0,0,0,0,3.85,0,0,0,0,11.54,1.92,1.92,3.85,1.92,3.85,1.92,0,0,0,0,5.77,0,0,0,3.85,3.85,1.92,0,0,1.92,0,3.85,11.54,0,25,3.85,15.38,7.69,0,9.62,3.85,0,0,0,3.85,0,0,1.92,1.92,0,19.23,11.54,5.77,0,0,1.92,0,0,0,0,0,0,1
d_ambassador_3.txt,1,66,49.25,88.71,31.94,99,16.5,15.15,95.45,59.09,10.61,9.09,1.52,0,6.06,0,1.52,1.52,9.09,10.61,12.12,9.09,9.09,0,18.18,7.58,1.52,0,1.52,0,7.58,7.58,0,0,0,0,10.61,0,0,0,0,9.09,0,0,6.06,3.03,3.03,3.03,3.03,3.03,0,0,0,0,0,0,0,4.55,0,0,3.03,1.52,0,0,16.67,0,19.7,4.55,16.67,1.52,1.52,3.03,6.06,1.52,0,0,0,0,0,0,0,0,10.61,4.55,3.03,0,0,0,1.52,0,0,1.52,0,0,1
d_ambassador_4.txt,1,57,94.74,43.02,50.35,99,14.25,26.32,87.72,47.37,7.02,3.51,3.51,0,0,0,0,3.51,14.04,10.53,10.53,0,5.26,0,14.04,1.75,1.75,0,0,0,12.28,10.53,0,0,0,0,3.51,0,1.75,0,0,3.51,0,0,0,0,1.75,1.75,1.75,0,0,1.75,1.75,0,0,0,1.75,12.28,3.51,7.02,5.26,3.51,0,8.77,5.26,0,15.79,1.75,14.04,1.75,8.77,1.75,1.75,3.51,0,1.75,0,0,0,0,0,0,19.3,7.02,5.26,0,0,0,0,3.51,3.51,0,0,0,1
d_ambassador_5.txt,1,125,71.97,26.1,73.68,55.96,11.36,8.8,92,52.8,11.2,8,7.2,0,0,0,0.8,3.2,10.4,12,8.8,6.4,8,0.8,15.2,6.4,3.2,0.8,0.8,4.8,6.4,4,2.4,0,0,0.8,4,0,0,1.6,0,9.6,0,0.8,1.6,0,4.8,2.4,0.8,0.8,0,0,3.2,0,0.8,0,1.6,8.8,2.4,2.4,3.2,4.8,0,7.2,5.6,1.6,16.8,4,13.6,1.6,0.8,8,1.6,0,0,0,1.6,0,0.8,0,0.8,0,16,6.4,1.6,0,0,0,3.2,0,0,3.2,1.6,0,1
d_ambassador_6.txt,1,143,59.79,68.77,45.23,96.36,10.21,18.88,90.91,54.55,14.69,11.89,6.29,0,3.5,2.1,0,2.8,5.59,14.69,9.09,6.99,5.59,1.4,18.18,8.39,5.59,0.7,2.1,1.4,6.29,5.59,0.7,0,0,0,11.19,0,0,2.1,0,8.39,0.7,2.1,2.1,1.4,0.7,2.1,1.4,0.7,0,0.7,0.7,0,0,0,0.7,4.2,1.4,2.1,0.7,0.7,0,4.2,9.79,0.7,15.38,3.5,11.19,3.5,6.29,2.8,0,1.4,0,0,0,0,0,0,0,0,13.99,9.09,1.4,0,0,0,0,2.1,0,1.4,0,0,1
d_ambassador_7.txt,1,93,76.68,25.93,83.66,97.91,13.29,18.28,90.32,56.99,11.83,7.53,7.53,0,0,0,0,4.3,11.83,11.83,8.6,8.6,4.3,1.08,10.75,6.45,1.08,0,0,1.08,8.6,6.45,1.08,0,0,1.08,3.23,0,1.08,0,0,3.23,0,0,0,0,2.15,1.08,0,0,0,0,1.08,0,0,0,1.08,4.3,3.23,0,1.08,0,0,6.45,3.23,1.08,18.28,3.23,11.83,5.38,2.15,8.6,1.08,0,0,0,1.08,0,0,0,1.08,0,8.6,5.38,0,0,0,0,2.15,0,0,0,0,1.08,1
d_ambassador_8.txt,1,147,87.62,75.2,93.16,76.14,21,18.37,91.16,53.06,13.61,9.52,4.08,2.04,0,0,3.4,4.08,8.84,16.33,6.8,3.4,5.44,0.68,15.65,5.44,4.08,0.68,2.04,3.4,4.76,3.4,0.68,0,0,0,10.2,0.68,0.68,0.68,0,12.24,4.76,2.04,1.36,2.04,2.04,0.68,2.04,1.36,0,0.68,0,0,0,0,0,6.12,3.4,0.68,2.72,0.68,0,5.44,8.16,0,21.77,4.08,16.33,3.4,2.72,4.76,0.68,0.68,0,0,0,0,0,0,0,0,9.52,4.76,2.72,0,0,0,0,0,0,1.36,0,0.68,1
d_ambassador_9.txt,1,140,93.26,44.33,52.86,99,12.73,22.14,87.86,50.71,6.43,3.57,3.57,0,0,0,0,2.86,12.86,13.57,8.57,4.29,7.14,0,13.57,8.57,3.57,0,0,1.43,8.57,8.57,0,0,0,0,2.86,0,0.71,0,0.71,9.29,2.14,0.71,2.14,2.14,2.86,0.71,2.86,1.43,0,1.43,0.71,0,0,0,0.71,5,0.71,1.43,2.14,1.43,0,7.86,3.57,0,17.14,2.14,15,1.43,3.57,4.29,4.29,1.43,0,0,0,0,0,0,0,0,11.43,7.86,3.57,0,0,0,0,0,0,0,0,0,1
d_hardrock_1.txt,1,118,63.55,17.56,98.35,85.2,14.75,16.95,93.22,55.93,12.71,11.02,10.17,0,0,0,0.85,0.85,10.17,11.86,7.63,7.63,9.32,0.85,15.25,6.78,3.39,0.85,0.85,2.54,3.39,3.39,0,0,0,0,3.39,0,0.85,0,0,9.32,0.85,1.69,1.69,2.54,0.85,1.69,4.24,0.85,0,1.69,4.24,0.85,0.85,0,2.54,4.24,1.69,0.85,0.85,0.85,0,9.32,2.54,1.69,22.88,5.08,12.71,7.63,0.85,4.24,0.85,1.69,0,0,0,0,0,0,0,0,8.47,6.78,1.69,0,0,0,0,0,0,0,0,0,1
d_hardrock_10.txt,1,159,64.57,6.58,98.39,82.19,19.88,14.47,93.08,58.49,15.09,11.32,11.32,0,0,0,0,3.77,10.06,13.21,10.06,6.92,5.66,1.26,17.61,3.14,1.26,1.26,1.26,1.89,3.14,3.14,0,0,0,0,0.63,0,0,0,0,11.95,2.52,0.63,3.14,3.77,0.63,3.14,4.4,1.26,1.89,0.63,2.52,0,0,0,2.52,3.77,0,3.14,0.63,1.26,0,8.81,7.55,0.63,20.13,3.14,14.47,5.03,3.14,6.29,0.63,0,0,0,0,0,0,0,0,0,18.24,4.4,7.55,0,0,0,0.63,0,2.52,3.14,0,0,1
d_hardrock_11.txt,1,121,83.28,56.57,22.81,96.6,17.29,18.18,85.12,49.59,9.09,4.13,0.83,0.83,1.65,0,0.83,4.96,9.92,11.57,8.26,1.65,9.92,0,12.4,9.09,2.48,0,0,1.65,4.96,4.96,0,0,0,0,4.13,0,0,0,0,9.92,0.83,0,3.31,3.31,3.31,4.13,2.48,0,0,2.48,0.83,0,0,0,0.83,4.13,0.83,0,0.83,2.48,0,4.96,6.61,0,14.05,2.48,9.92,2.48,1.65,8.26,0.83,0.83,0,0,0,0,0,0,0,0,15.7,0.83,8.26,0.83,0,0,4.96,0,0,0.83,0,0,1
d_hardrock_12.txt,1,72,94.45,66.17,31.19,98.27,10.29,6.94,94.44,48.61,5.56,2.78,0,0,2.78,0,0,2.78,9.72,15.28,9.72,1.39,4.17,2.78,13.89,11.11,4.17,1.39,0,1.39,5.56,5.56,0,0,0,0,5.56,0,0,0,0,6.94,1.39,0,1.39,0,4.17,1.39,5.56,1.39,0,4.17,2.78,0,0,0,2.78,5.56,1.39,1.39,2.78,2.78,0,0,9.72,1.39,16.67,2.78,15.28,0,2.78,9.72,4.17,0,0,0,1.39,0,1.39,0,0,0,11.11,8.33,2.78,0,0,0,0,0,0,0,0,0,1
d_hardrock_13.txt,1,105,55.4,46.19,37.24,78.19,15,21.9,83.81,44.76,11.43,5.71,2.86,0,1.9,0,0.95,5.71,5.71,8.57,11.43,2.86,5.71,1.9,16.19,7.62,1.9,1.9,2.86,0.95,2.86,2.86,0,0,0,0,5.71,0,0.95,0,0,8.57,2.86,0,0.95,3.81,0.95,3.81,5.71,0.95,0.95,2.86,1.9,1.9,0,0,0,0.95,0,0,0,0.95,0,5.71,7.62,0.95,10.48,0.95,7.62,1.9,0,11.43,0,0.95,0,0,0,0,0,0,0,0,18.1,6.67,5.71,0.95,0,0,0,0,0,2.86,1.9,0,1
d_hardrock_14.txt,1,92,68.68,86.15,12.61,93.61,11.5,16.3,91.3,52.17,11.96,7.61,2.17,0,4.35,0,1.09,4.35,9.78,11.96,6.52,7.61,8.7,1.09,11.96,9.78,4.35,1.09,0,2.17,4.35,4.35,0,0,0,0,9.78,0,0,0,0,6.52,1.09,0,0,2.17,3.26,0,5.43,2.17,1.09,2.17,4.35,1.09,0,0,3.26,0,0,0,0,0,0,0,9.78,2.17,10.87,2.17,5.43,3.26,3.26,14.13,2.17,1.09,0,0,0,0,0,0,0,0,15.22,6.52,3.26,0,0,1.09,1.09,2.17,0,1.09,0,0,1
d_hardrock_15.txt,1,160,74.17,33.09,55.79,93.78,22.86,15.62,88.12,53.75,12.5,8.75,5.62,0,0,1.25,1.88,3.75,10.62,11.88,6.25,5.62,8.12,1.88,12.5,6.88,2.5,1.25,0,0,6.25,5,0.62,0.62,0,0,7.5,0,1.88,0,1.25,13.12,0.62,2.5,2.5,1.88,2.5,4.38,2.5,0.62,0,1.88,1.88,0,0,0,1.88,6.88,2.5,0.62,1.88,2.5,0,6.88,3.75,0,15,2.5,7.5,4.38,1.88,5.62,4.38,0.62,0,0,0,0,0,0,0,0,8.12,4.38,0.62,0,0,0,0,1.88,0,0,1.25,0,1
d_hardrock_16.txt,1,69,98.99,94.44,64.25,98.72,13.8,20.29,89.86,49.28,7.25,4.35,0,4.35,0,0,0,2.9,14.49,15.94,1.45,4.35,4.35,1.45,10.14,8.7,1.45,1.45,0,2.9,5.8,5.8,0,0,0,0,14.49,2.9,0,0,0,8.7,4.35,4.35,0,0,0,1.45,2.9,0,0,2.9,0,0,0,0,0,15.94,11.59,0,1.45,2.9,0,1.45,7.25,0,17.39,4.35,8.7,5.8,0,7.25,5.8,1.45,0,0,1.45,0,0,1.45,0,0,15.94,4.35,4.35,0,0,0,2.9,0,2.9,1.45,0,0,1
