Filename,Segment,WC,WPS,Sixltr,Dic,Pronoun,I,We,Self,You,Other,Negate,Assent,Article,Preps,Number,Affect,Posemo,Posfeel,Optim,Negemo,Anx,Anger,Sad,Cogmech,Cause,Insight,Discrep,Inhib,Tentat,Certain,Senses,See,Hear,Feel,Social,Comm,Othref,Friends,Family,Humans,Time,Past,Present,Future,Space,Up,Down,Incl,Excl,Motion,Occup,School,Job,Achieve,Leisure,Home,Sports,TV,Music,Money,Metaph,Relig,Death,Physcal,Body,Sexual,Eating,Sleep,Groom,Swear,Nonfl,Fillers,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Deceptive_Class
d_intercontinental_14.txt,1,140,20,13.57,78.57,10.71,9.29,0,9.29,0,0.71,2.14,0,10,13.57,0.71,0.71,0.71,0,0.71,0,0,0,0,10,0.71,2.14,5.71,0.71,0.71,0,1.43,0,0.71,0.71,2.14,0.71,0.71,0,0,0,2.86,10,6.43,0.71,5,2.86,0,4.29,3.57,0.71,5.71,2.14,2.86,1.43,2.14,2.14,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,5.71,5,0.71,0,0,0,0,0,0,0,0,0,1
d_intercontinental_15.txt,1,225,25,14.67,83.56,14.22,10.67,0,10.67,0,2.22,1.78,0,8,11.56,1.78,4.44,3.11,1.33,1.33,1.33,0,0,0,6.67,0.89,0.89,3.56,0.89,2.22,2.67,1.33,0,1.33,0,4.44,2.22,2.22,0,0,0,4.44,11.11,4.89,2.22,3.56,1.33,0,6.22,5.78,1.78,2.22,0.89,1.78,0.44,1.78,1.78,0,0,0,0.44,0,0,0,0.44,0.44,0,0,0,0,0,0,0,6.67,4,1.78,0,0,0,0,0,0,0,0.89,0,1
d_intercontinental_16.txt,1,194,19.4,20.62,72.16,10.82,6.7,0,6.7,0.52,1.03,0.52,0,9.28,11.86,1.55,3.61,1.55,0,1.03,2.06,0,0.52,0.52,7.22,0,1.03,4.64,0,1.03,2.06,2.06,0.52,0.52,0.52,2.58,1.03,1.55,0,0,0,2.06,11.34,3.61,0,3.09,1.03,1.03,8.25,5.67,1.55,1.03,0.52,0.52,0.52,2.06,2.06,0,0.52,0,0,0,0,0,1.03,0,0.52,0,1.03,0,0,0,0.52,9.79,5.15,3.61,0,0,0,0,0,1.03,0,0,0,1
d_intercontinental_17.txt,1,264,13.89,18.18,72.35,10.98,7.2,0,7.2,0.38,1.52,1.52,0,10.61,10.23,0,5.3,2.65,0,0.38,2.65,0.76,0.38,0.38,4.92,0.38,1.14,3.03,0,2.27,1.14,1.14,0.38,0,0.76,1.89,0,1.89,0,0,0,2.65,4.92,10.23,0.76,1.14,0,0,9.85,2.27,0,1.14,0,0.76,0.38,2.27,1.89,0.38,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0.38,17.42,7.2,4.55,0,0,0,0,0.76,0,4.17,0.76,0,1
d_intercontinental_18.txt,1,172,11.47,15.7,75.58,13.95,5.23,6.98,12.21,0,0.58,2.91,0,12.21,12.79,0.58,2.33,1.16,0,0.58,1.16,0,0,0,3.49,0.58,1.16,1.16,0.58,1.74,1.74,0.58,0.58,0,0,8.72,0.58,7.56,0,0.58,0,6.4,9.88,3.49,0.58,4.07,1.74,0.58,8.14,3.49,0.58,1.74,0.58,0.58,0.58,2.91,2.33,0,0,0,0.58,0,0,0,1.74,0,0,0.58,0,1.16,0,0,0,15.7,7.56,1.16,0,0,0,1.16,0.58,1.16,4.07,0,0,1
d_intercontinental_19.txt,1,57,14.25,22.81,78.95,14.04,3.51,0,3.51,0,7.02,0,0,5.26,19.3,0,7.02,1.75,0,0,5.26,3.51,0,1.75,0,0,0,0,0,0,3.51,3.51,1.75,1.75,0,12.28,1.75,8.77,1.75,0,0,1.75,7.02,3.51,1.75,1.75,1.75,0,10.53,0,1.75,1.75,0,0,1.75,3.51,3.51,0,0,0,1.75,0,0,0,1.75,0,0,0,0,1.75,0,0,0,10.53,7.02,3.51,0,0,0,0,0,0,0,0,0,1
d_intercontinental_2.txt,1,266,15.65,17.67,80.83,11.65,1.13,9.77,10.9,0,0,1.13,0.38,11.65,13.53,2.26,4.89,3.38,0.75,1.13,1.5,0.38,0,0.38,5.26,0,1.13,2.26,0.75,1.5,1.5,2.26,1.5,0,0.38,11.65,1.13,9.77,0,0.38,0,4.14,9.4,4.89,0.75,3.76,1.13,0.38,6.02,2.26,0.38,1.88,0.38,0.38,1.13,4.14,3.76,0,0,0,0.38,0,0,0,1.5,0.38,0,0.75,1.13,0.38,0,0,0.75,11.28,6.39,1.88,0.75,0,0,0,0.75,0.75,0.75,0,0,1
d_intercontinental_20.txt,1,63,10.5,14.29,76.19,12.7,1.59,9.52,11.11,0,0,1.59,0,9.52,14.29,3.17,1.59,0,0,0,1.59,0,0,0,4.76,0,3.17,1.59,0,0,3.17,1.59,1.59,0,0,9.52,0,9.52,0,0,0,6.35,7.94,4.76,1.59,1.59,1.59,0,6.35,1.59,1.59,3.17,0,0,3.17,4.76,4.76,0,0,0,0,0,0,0,3.17,0,0,1.59,0,1.59,0,0,0,14.29,9.52,3.17,0,0,0,0,1.59,0,0,0,0,1
d_intercontinental_3.txt,1,94,15.67,19.15,73.4,7.45,4.26,0,4.26,1.06,0,3.19,0,8.51,9.57,1.06,5.32,3.19,0,2.13,2.13,0,0,0,8.51,3.19,2.13,4.26,0,0,0,0,0,0,0,2.13,0,2.13,0,0,0,1.06,5.32,6.38,2.13,3.19,0,0,10.64,6.38,0,1.06,0,1.06,0,3.19,2.13,1.06,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,17.02,5.32,3.19,0,0,0,1.06,0,3.19,2.13,2.13,0,1
d_intercontinental_4.txt,1,228,17.54,18.86,81.14,12.72,3.07,3.95,7.02,0,2.63,3.95,0,7.89,10.53,0,2.63,0.88,0,0,1.75,0,0.88,0,6.14,1.75,0.88,2.63,0,2.63,1.75,3.07,0.44,2.63,0,11.4,3.51,7.02,0,0.44,0.44,3.95,12.72,6.14,1.32,4.39,0.44,0.44,7.89,3.95,0.88,1.75,0.44,1.75,0.44,3.95,3.95,0,0,0,0,0,0,0,1.32,0.44,0,0.44,0,0.88,0,0,0,17.54,5.7,7.46,0.44,0.44,0,0,0,0,3.51,0,0,1
d_intercontinental_5.txt,1,406,13.53,14.04,80.54,12.07,3.45,4.19,7.64,0.25,3.2,1.97,0,10.34,15.27,1.23,2.22,1.72,0,0.49,0.49,0,0,0.49,4.68,0.25,1.23,2.22,0.25,1.48,0.49,4.68,0.99,3.2,0,13.79,4.93,7.64,0,0.49,0.74,1.72,8.87,7.14,0.49,4.68,1.72,0.25,7.88,2.71,2.46,1.48,0.49,0.99,0.25,2.22,1.48,0,0,0,1.48,0,0,0,2.96,0.74,0,2.46,0.25,0,0,0,0,14.29,7.14,2.96,0,0,0.25,0,0,1.48,2.46,0,0,1
d_intercontinental_6.txt,1,131,16.38,19.85,64.12,6.11,6.11,0,6.11,0,0,2.29,0,9.16,9.92,0.76,2.29,1.53,0,0,0.76,0,0,0,3.05,0,0,2.29,0,1.53,0,1.53,0.76,0,0.76,0.76,0.76,0,0,0,0,6.11,6.87,7.63,0.76,5.34,2.29,0,9.92,1.53,0.76,2.29,0.76,1.53,0,0,0,0,0,0,0.76,0,0,0,0.76,0.76,0,0,0,0,0,0,0,19.08,5.34,6.11,0,0,0,0.76,1.53,1.53,3.05,0,0.76,1
d_intercontinental_7.txt,1,279,25.36,19.71,76.7,10.39,2.15,6.81,8.96,0,0.72,1.43,0,7.53,17.56,1.43,3.94,2.15,0,1.08,1.79,0.72,0.36,0,4.3,0.72,1.08,0.72,1.08,1.79,1.79,2.15,0.36,1.08,0.36,11.11,1.08,7.53,1.08,0.36,0,3.58,7.17,4.3,0.72,5.02,1.43,0.36,4.3,4.3,1.43,3.23,0.72,1.43,1.79,1.79,1.79,0,0.36,0,1.08,0,0,0,3.94,1.43,0,1.08,1.08,0.72,0,0,0,19.71,4.66,5.73,0,0.36,0,0.72,5.73,2.15,0.36,0,0,1
d_intercontinental_8.txt,1,115,16.43,27.83,73.91,7.83,0.87,0,0.87,0.87,0.87,5.22,0,7.83,11.3,0,6.09,4.35,0,3.48,1.74,0,0.87,0,7.83,0,0,5.22,0.87,3.48,3.48,2.61,0,2.61,0,6.09,1.74,3.48,0.87,0,0,0.87,7.83,9.57,0.87,2.61,0,0,6.96,3.48,0,1.74,0.87,0,0.87,1.74,0.87,0.87,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,16.52,6.09,1.74,0,0,0,0,1.74,0,5.22,1.74,0,1
d_intercontinental_9.txt,1,74,12.33,17.57,77.03,8.11,4.05,0,4.05,0,1.35,4.05,1.35,6.76,5.41,1.35,4.05,2.7,0,1.35,1.35,0,0,0,13.51,1.35,4.05,6.76,0,1.35,4.05,1.35,0,0,1.35,2.7,0,1.35,0,0,1.35,2.7,9.46,10.81,2.7,4.05,0,0,5.41,6.76,1.35,2.7,0,1.35,1.35,0,0,0,0,0,2.7,0,0,0,1.35,0,0,1.35,0,0,0,0,0,14.86,8.11,5.41,0,0,0,0,0,0,1.35,0,0,1
d_palmer_1.txt,1,145,18.12,13.79,77.93,5.52,2.76,0.69,3.45,1.38,0,0.69,0.69,11.72,8.97,1.38,3.45,3.45,0,0.69,0,0,0,0,6.9,0,2.76,3.45,0,2.76,2.07,3.45,0,2.07,1.38,4.14,1.38,2.07,0,0,0.69,0,6.21,6.21,0,2.76,1.38,0,12.41,5.52,1.38,1.38,0,0,1.38,2.76,2.76,0,0,0,6.21,0,0,0,0.69,0,0,0,0,0.69,0,0,0.69,6.9,5.52,1.38,0,0,0,0,0,0,0,0,0,1
d_palmer_10.txt,1,60,12,10,81.67,6.67,6.67,0,6.67,0,0,5,0,11.67,5,0,6.67,6.67,0,0,0,0,0,0,11.67,0,1.67,6.67,0,1.67,3.33,3.33,0,0,1.67,3.33,1.67,0,0,0,1.67,1.67,6.67,10,0,6.67,0,0,3.33,3.33,0,3.33,0,0,3.33,0,0,0,0,0,3.33,0,0,0,1.67,0,0,1.67,0,0,0,0,1.67,15,8.33,6.67,0,0,0,0,0,0,0,0,0,1
d_palmer_11.txt,1,205,14.64,16.1,80.98,14.15,7.32,1.95,9.27,0.49,3.41,1.95,0.49,7.32,10.24,1.95,3.41,1.46,0,0,1.95,0.49,0.98,0,5.85,0.49,0.98,2.44,0.98,2.44,3.9,3.41,0,1.95,1.46,11.22,1.95,5.85,0.49,1.95,0.98,5.85,7.8,5.37,0.98,3.41,1.95,0.49,4.88,3.41,1.46,2.93,0.49,0.49,2.44,1.95,1.46,0,0.49,0,1.95,0,0,0,1.46,0.49,0,0.98,0,0,0,0,0,15.12,6.34,4.39,0,0,0,0.49,0.98,0.98,1.95,0,0,1
d_palmer_12.txt,1,70,11.67,15.71,85.71,20,10,0,10,0,5.71,4.29,0,5.71,8.57,0,5.71,0,0,0,5.71,1.43,1.43,0,4.29,0,1.43,2.86,0,2.86,2.86,1.43,0,1.43,0,8.57,2.86,5.71,0,0,0,8.57,12.86,5.71,0,1.43,0,0,8.57,0,4.29,1.43,0,1.43,0,2.86,2.86,0,0,0,1.43,0,0,0,1.43,0,0,0,0,1.43,0,0,0,12.86,8.57,4.29,0,0,0,0,0,0,0,0,0,1
d_palmer_13.txt,1,57,9.5,17.54,73.68,7.02,3.51,0,3.51,0,1.75,3.51,0,12.28,7.02,0,1.75,1.75,0,0,0,0,0,0,5.26,0,0,1.75,0,3.51,1.75,1.75,0,1.75,0,5.26,1.75,1.75,1.75,0,0,5.26,12.28,3.51,3.51,1.75,0,0,3.51,3.51,0,1.75,1.75,1.75,0,5.26,5.26,0,0,0,0,0,0,0,3.51,0,0,0,0,3.51,0,0,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,1
d_palmer_14.txt,1,151,13.73,9.27,74.17,9.93,8.61,0,8.61,0,0.66,1.99,0,7.95,13.91,0.66,1.99,1.99,0,0.66,0,0,0,0,3.31,0,0,2.65,0,0.66,0.66,0,0,0,0,0.66,0,0.66,0,0,0,3.97,12.58,3.97,2.65,5.96,3.97,0,3.97,3.97,0.66,1.32,0.66,1.32,0,3.31,3.31,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,15.89,6.62,4.64,0,0,0,0.66,0,2.65,0,1.32,0,1
d_palmer_15.txt,1,205,22.78,18.05,65.37,6.83,5.37,0.98,6.34,0,0,2.44,0,9.76,8.29,1.46,1.46,0.49,0,0,0.98,0,0,0.98,4.88,0.98,0.49,1.95,0,1.46,2.44,2.44,0.98,0.49,0.49,1.95,0,0.98,0,0.49,0,3.41,8.78,2.93,1.46,4.39,2.44,0,8.29,3.9,0.49,0,0,0,0,0.49,0.49,0,0,0,0.49,0,0,0,0.98,0.49,0,0,0,0.49,0,0,0.49,10.24,2.44,2.44,0,0,0,1.95,1.46,0,1.95,0,0,1
d_palmer_16.txt,1,194,17.64,14.95,83.51,13.4,4.64,5.67,10.31,0,1.03,3.61,1.03,7.22,16.49,1.03,2.58,2.58,0.52,1.03,0,0,0,0,4.64,0.52,0,1.55,0.52,1.55,2.06,0,0,0,0,9.79,2.06,7.22,0.52,0,0,7.22,6.7,6.19,1.03,5.67,1.55,0,7.22,3.61,1.55,5.67,0,4.12,1.55,0.52,0.52,0,0,0,1.55,0,0,0,0.52,0,0,0,0,0.52,0,0,0,11.86,5.15,2.58,0,0,0.52,0,2.06,0,0.52,1.03,0,1
d_palmer_17.txt,1,199,19.9,22.61,74.87,8.04,4.02,0,4.02,0,0,3.52,0,12.06,9.05,1.01,7.04,4.02,0,2.01,3.02,0.5,1.01,0.5,5.53,1.01,0,3.52,0.5,1.51,1.51,1.51,0,1.01,0,0.5,0,0.5,0,0,0,1.51,8.04,4.02,1.51,2.51,1.51,0.5,5.53,3.02,1.01,0.5,0,0,0.5,4.52,4.02,0,0,0,1.01,0,0,0,2.51,0,0,1.01,0,1.51,0,0,0.5,9.05,5.03,3.02,0.5,0,0,0,0,0,0.5,0,0,1
d_palmer_18.txt,1,436,17.44,17.66,79.36,12.39,6.65,0.46,7.11,0.46,2.75,2.06,0.23,7.34,13.99,2.98,4.82,2.06,0,0.92,2.75,0,1.38,0,3.9,0.46,0.46,1.83,0.23,2.75,1.83,2.75,0.92,1.38,0.23,7.8,2.06,4.59,0.46,0.23,0.23,4.13,7.8,5.5,1.38,3.9,1.38,0.46,6.88,4.82,1.61,2.98,0.69,1.61,0.92,2.29,1.61,0,0.46,0,0.46,0,0,0,0.92,0.23,0.23,0.23,0.23,0,0.23,0,0,11.93,6.19,2.29,0.23,0,0,0,0.23,0.46,0.92,1.38,0.23,1
d_palmer_19.txt,1,219,21.9,22.83,73.52,8.22,5.94,0,5.94,0,0,0.91,0,10.96,13.24,0.91,4.57,2.74,0,0.91,1.83,0,1.37,0,3.2,0,0.46,1.37,0.46,2.74,1.83,2.28,1.83,0.46,0,1.37,0.46,0.46,0.46,0,0,4.11,7.31,2.74,0,3.2,1.37,0,9.13,4.57,0.91,2.28,0,0.46,1.37,3.2,1.83,0.91,0,0,1.37,0,0,0,0.91,0,0,0.46,0,0.46,0,0,0.46,15.98,4.57,7.31,0,0,0,0,1.83,0.91,1.37,0,0,1
d_palmer_2.txt,1,238,11.9,15.97,80.25,7.98,1.26,4.62,5.88,0,0.42,2.1,0.42,10.5,10.5,0.84,5.04,4.62,0,0,0.42,0,0.42,0,5.46,0.42,0.42,2.52,1.26,1.68,0.84,3.36,2.52,0.84,0,10.5,1.26,5.04,0,1.68,1.68,4.2,8.4,4.2,2.1,0.84,0.42,0,5.04,3.78,1.26,2.1,0.42,1.26,0.42,4.62,3.78,0.42,0,0,0.42,0,0,0,2.52,0.42,0,1.68,0.42,0.42,0,0,0,11.76,7.98,1.68,0,0,1.26,0,0,0,0.84,0,0,1
d_palmer_20.txt,1,283,15.72,12.72,81.27,11.66,6.71,0,6.71,1.41,1.77,1.06,0.35,9.89,19.08,0.71,4.24,1.77,0,0.35,2.47,0.35,0.71,0.71,8.13,0.71,1.41,3.89,1.06,1.41,1.06,2.83,0.35,2.12,0.35,6.36,2.83,3.53,0,0,0,4.95,6.71,5.3,0,4.95,3.18,0,5.65,1.77,1.41,2.12,0,0.71,1.77,6.01,5.3,0,1.06,0,1.06,0,0,0,1.77,0.71,0,0,0.71,1.06,0,0,0,6.36,5.65,0,0,0,0.35,0.35,0,0,0,0,0,1
d_palmer_3.txt,1,211,17.58,9,79.62,14.69,1.9,8.06,9.95,0,2.37,3.79,0.47,6.16,12.8,2.37,4.27,1.42,0,0.47,2.84,0,0,1.42,4.27,0.47,0.95,1.9,0.47,2.37,0.95,1.9,0.47,0.95,0,12.8,1.42,10.43,0.47,0.47,0,5.69,9,6.64,1.9,5.69,3.32,0,6.16,3.32,0.47,0.95,0.47,0.95,0,2.37,2.37,0,0,0,1.42,0,0,0,2.37,0,0,0.95,0.47,0.95,0,0,0,11.37,1.42,1.42,0,0,0,4.27,0.95,0,2.84,0,0.47,1
d_palmer_4.txt,1,73,18.25,17.81,73.97,5.48,4.11,0,4.11,0,0,2.74,0,10.96,16.44,1.37,2.74,2.74,0,1.37,0,0,0,0,2.74,0,0,1.37,0,1.37,2.74,1.37,0,1.37,0,2.74,1.37,0,1.37,0,0,4.11,8.22,5.48,0,2.74,0,0,10.96,4.11,0,1.37,0,0,1.37,1.37,1.37,0,0,0,1.37,0,0,0,2.74,1.37,0,0,0,1.37,0,0,0,16.44,5.48,9.59,0,0,0,0,0,0,1.37,0,0,1
d_palmer_5.txt,1,110,15.71,16.36,68.18,10.91,6.36,0,6.36,0.91,0,3.64,1.82,12.73,5.45,0,3.64,3.64,0,0,0,0,0,0,5.45,0.91,0.91,3.64,0,0,0,2.73,1.82,0.91,0,2.73,1.82,0.91,0,0,0,0.91,6.36,9.09,0,2.73,0.91,0,2.73,6.36,2.73,0,0,0,0,0.91,0.91,0,0,0,2.73,0,0,0,0.91,0,0,0,0.91,0,0,0,0.91,20,5.45,7.27,0,2.73,0,1.82,0,0,0.91,1.82,0,1
d_palmer_6.txt,1,243,22.09,15.23,76.95,11.52,8.23,0,8.23,0,1.65,3.7,0,7.41,15.23,2.47,3.29,2.47,0.41,0.41,0.82,0,0,0.82,3.7,0.41,1.23,0.82,0.41,2.06,0,2.06,1.23,0.41,0,4.94,2.47,2.06,0.41,0,0,1.23,12.35,4.94,0.41,4.53,2.47,0.82,4.94,4.12,0.82,1.65,0.41,0.82,0.82,4.53,4.53,0,0,0,1.23,0,0,0,0.41,0.41,0,0,0,0,0,0,0,4.53,4.53,0,0,0,0,0,0,0,0,0,0,1
d_palmer_7.txt,1,107,13.38,17.76,81.31,12.15,1.87,7.48,9.35,0,0.93,0.93,0,6.54,14.02,1.87,3.74,1.87,0.93,0,1.87,0,0,0,3.74,0,0,2.8,0,1.87,0.93,2.8,0.93,1.87,0,12.15,1.87,8.41,0.93,0,0,7.48,7.48,4.67,3.74,6.54,1.87,0.93,8.41,1.87,3.74,1.87,0,1.87,0,1.87,1.87,0,0,0,0.93,0,0,0,0.93,0.93,0,0,0,0,0,0,0,14.02,5.61,3.74,0,0,0,1.87,0,0,1.87,0,0.93,1
d_palmer_8.txt,1,89,11.12,22.47,59.55,5.62,3.37,0,3.37,0,1.12,0,0,7.87,8.99,4.49,7.87,4.49,0,2.25,3.37,0,1.12,1.12,6.74,0,0,3.37,0,3.37,2.25,0,0,0,0,4.49,2.25,2.25,0,0,0,1.12,6.74,2.25,1.12,4.49,2.25,1.12,5.62,2.25,0,1.12,0,1.12,0,2.25,2.25,0,0,0,2.25,0,0,0,1.12,0,0,0,0,1.12,0,0,0,17.98,13.48,3.37,0,0,0,0,0,0,0,0,1.12,1
d_palmer_9.txt,1,86,14.33,16.28,79.07,12.79,5.81,0,5.81,2.33,2.33,3.49,0,10.47,11.63,1.16,3.49,2.33,0,0,1.16,0,0,0,2.33,0,0,0,0,0,1.16,3.49,1.16,1.16,0,9.3,3.49,4.65,0,0,1.16,5.81,6.98,8.14,2.33,4.65,3.49,0,5.81,1.16,2.33,1.16,0,1.16,0,3.49,3.49,0,0,0,1.16,0,0,0,1.16,0,0,0,0,1.16,0,0,0,18.6,6.98,8.14,0,0,0,0,0,0,3.49,0,0,1
d_hilton_1.txt,1,85,14.17,25.88,77.65,12.94,4.71,3.53,8.24,0,2.35,1.18,0,9.41,10.59,1.18,7.06,7.06,3.53,1.18,0,0,0,0,3.53,0,0,2.35,1.18,1.18,2.35,2.35,0,0,1.18,9.41,0,7.06,1.18,1.18,0,3.53,4.71,3.53,0,2.35,0,0,11.76,0,0,1.18,0,1.18,0,2.35,1.18,1.18,0,0,0,0,0,0,5.88,0,2.35,0,0,3.53,0,0,1.18,14.12,5.88,5.88,0,0,0,1.18,1.18,0,0,0,0,1
d_hilton_10.txt,1,65,9.29,20,64.62,9.23,0,1.54,1.54,1.54,3.08,1.54,0,7.69,7.69,0,4.62,4.62,0,0,0,0,0,0,3.08,1.54,0,1.54,0,0,1.54,0,0,0,0,7.69,0,7.69,0,0,0,1.54,4.62,12.31,0,6.15,0,0,3.08,3.08,3.08,0,0,0,0,1.54,0,0,0,0,0,0,0,0,1.54,0,0,1.54,0,0,0,0,0,26.15,4.62,7.69,0,0,0,9.23,0,0,1.54,0,3.08,1
d_hilton_11.txt,1,71,11.83,16.9,71.83,9.86,1.41,4.23,5.63,0,0,0,0,12.68,18.31,0,4.23,4.23,0,1.41,0,0,0,0,1.41,0,0,1.41,0,1.41,0,1.41,1.41,0,0,7.04,0,7.04,0,0,0,1.41,5.63,4.23,0,4.23,1.41,0,12.68,0,2.82,2.82,0,1.41,1.41,1.41,1.41,0,0,0,1.41,0,0,0,1.41,1.41,0,0,0,0,0,0,0,9.86,8.45,0,0,0,0,0,1.41,0,0,0,0,1
d_hilton_12.txt,1,102,12.75,20.59,74.51,8.82,4.9,0,4.9,0,2.94,2.94,0,11.76,9.8,0,4.9,3.92,0.98,0,0.98,0,0.98,0,4.9,0,0.98,2.94,0.98,2.94,0,0,0,0,0,6.86,0.98,2.94,1.96,0.98,0,3.92,10.78,4.9,0,0.98,0,0,5.88,2.94,0,1.96,0,0,1.96,0,0,0,0,0,0,0.98,0,0.98,4.9,0,0.98,3.92,0,0,0,0,0,11.76,5.88,2.94,0,0,0,1.96,0,0,0.98,0,0,1
d_hilton_13.txt,1,102,20.4,20.59,69.61,4.9,0,2.94,2.94,0,0,0.98,0,12.75,11.76,0.98,7.84,7.84,0,1.96,0,0,0,0,1.96,0,0.98,0,0,0.98,4.9,0.98,0.98,0,0,4.9,0,2.94,0,0,0,1.96,3.92,5.88,0,2.94,0,0.98,8.82,0.98,0,2.94,0,0,2.94,2.94,2.94,0,0.98,0,0.98,0,0,0,1.96,0,0,0,0,1.96,0,0,0.98,14.71,2.94,5.88,0,0,0,1.96,3.92,0,0,0,0,1
d_hilton_14.txt,1,81,20.25,9.88,81.48,9.88,1.23,2.47,3.7,1.23,0,1.23,0,16.05,8.64,0,6.17,4.94,0,1.23,1.23,0,0,0,1.23,0,1.23,0,0,1.23,0,1.23,0,1.23,0,7.41,1.23,4.94,0,0,0,2.47,7.41,11.11,0,7.41,0,0,6.17,3.7,1.23,1.23,1.23,0,0,3.7,2.47,0,0,0,0,0,0,0,3.7,1.23,0,1.23,0,1.23,0,0,0,6.17,4.94,0,0,0,0,0,0,0,1.23,0,0,1
d_hilton_15.txt,1,86,12.29,19.77,77.91,6.98,2.33,2.33,4.65,1.16,0,0,0,9.3,11.63,0,10.47,9.3,0,0,1.16,0,0,0,2.33,0,1.16,1.16,0,0,3.49,4.65,3.49,0,0,4.65,0,3.49,0,1.16,0,0,6.98,6.98,0,3.49,0,1.16,10.47,2.33,1.16,0,0,0,0,5.81,3.49,1.16,1.16,0,0,0,0,0,1.16,0,0,1.16,0,0,0,0,0,11.63,5.81,3.49,0,0,0,2.33,0,0,0,0,0,1
d_hilton_16.txt,1,79,11.29,18.99,74.68,7.59,7.59,0,7.59,0,0,0,0,10.13,10.13,0,8.86,8.86,1.27,0,0,0,0,0,5.06,1.27,2.53,2.53,0,0,1.27,5.06,3.8,0,1.27,0,0,0,0,0,0,1.27,8.86,10.13,0,7.59,2.53,0,7.59,2.53,1.27,1.27,0,1.27,0,2.53,2.53,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,10.13,8.86,1.27,0,0,0,0,0,0,0,0,0,1
d_hilton_17.txt,1,67,13.4,17.91,83.58,11.94,5.97,0,5.97,0,1.49,0,0,13.43,8.96,0,8.96,8.96,0,4.48,0,0,0,0,2.99,0,0,2.99,0,2.99,2.99,1.49,1.49,0,0,2.99,0,1.49,1.49,0,0,2.99,10.45,2.99,0,2.99,0,1.49,11.94,1.49,1.49,1.49,0,1.49,0,5.97,2.99,1.49,0,0,4.48,0,0,0,2.99,0,0,1.49,0,1.49,0,0,0,19.4,5.97,5.97,0,0,0,1.49,1.49,0,1.49,2.99,0,1
d_hilton_18.txt,1,76,15.2,17.11,73.68,11.84,3.95,5.26,9.21,0,0,2.63,0,10.53,11.84,0,3.95,3.95,0,0,0,0,0,0,6.58,1.32,0,2.63,0,0,1.32,0,0,0,0,7.89,0,6.58,0,1.32,0,3.95,11.84,5.26,3.95,1.32,0,0,5.26,1.32,0,1.32,0,0,1.32,1.32,1.32,0,0,0,0,0,0,0,1.32,0,0,0,1.32,0,0,0,0,14.47,3.95,0,0,0,0,2.63,1.32,0,6.58,0,0,1
d_hilton_19.txt,1,144,20.57,25,56.25,4.17,2.08,0,2.08,0,0,0,0,9.03,11.81,2.78,4.86,4.86,0,2.08,0,0,0,0,0,0,0,0,0,0,2.08,0.69,0.69,0,0,1.39,0.69,0,0.69,0,0,0.69,0.69,4.86,1.39,6.94,2.08,0,8.33,1.39,0,2.08,0.69,0.69,0.69,2.08,1.39,0,1.39,0,1.39,0,0,0,0,0,0,0,0.69,0,0,0,0,20.83,4.17,10.42,0,0,0,0.69,0.69,2.08,2.08,0,0.69,1
d_hilton_2.txt,1,59,14.75,23.73,61.02,13.56,3.39,3.39,6.78,0,5.08,1.69,0,5.08,13.56,0,3.39,3.39,0,0,0,0,0,0,1.69,0,0,1.69,0,1.69,1.69,0,0,0,0,11.86,0,8.47,0,0,0,1.69,3.39,5.08,5.08,1.69,0,0,3.39,3.39,0,1.69,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,6.78,3.39,0,0,0,0,0,0,0,0,0,1
d_hilton_20.txt,1,108,15.43,17.59,66.67,3.7,0.93,0,0.93,0,1.85,0.93,0,14.81,12.96,0,4.63,4.63,0,0.93,0,0,0,0,2.78,0,0,1.85,0,0,0.93,1.85,0.93,0,0,3.7,0,1.85,1.85,0,0,2.78,0.93,9.26,0,3.7,0.93,0,9.26,0.93,0,1.85,0.93,1.85,0.93,0.93,0.93,0,0,0,0,0,0,0,0.93,0,0,0.93,0,0,0,0,0,8.33,5.56,1.85,0,0,0,0.93,0,0,0,0,0,1
d_hilton_3.txt,1,56,9.33,23.21,82.14,7.14,5.36,0,5.36,0,0,0,0,12.5,12.5,0,8.93,8.93,1.79,0,0,0,0,0,5.36,0,3.57,1.79,0,1.79,0,5.36,1.79,0,3.57,5.36,0,1.79,0,0,0,0,7.14,5.36,0,1.79,0,0,7.14,1.79,0,0,0,0,0,8.93,7.14,1.79,0,0,0,0,0,0,1.79,0,0,0,3.57,0,0,0,3.57,10.71,8.93,0,0,0,0,1.79,0,0,0,0,0,1
